"list_id","n_genes","gene","in_locked_panel_152","origin_six","chromosome","pseudoautosomal","par_region","in_primary_140","max_detection_pct","n_atlases_evaluable","n_annotation_rows"
"sensitivity_143",143,"DNMT1",TRUE,FALSE,"chr19",FALSE,NA,TRUE,36.5169,3,1
"sensitivity_143",143,"EPAS1",TRUE,FALSE,"chr2",FALSE,NA,TRUE,95.906,3,1
"sensitivity_143",143,"ESR2",TRUE,FALSE,"chr14",FALSE,NA,TRUE,2.3091,3,1
"sensitivity_143",143,"ETV6",TRUE,FALSE,"chr12",FALSE,NA,TRUE,30.7015,3,1
"sensitivity_143",143,"FGG",TRUE,FALSE,"chr4",FALSE,NA,TRUE,37.3303,3,1
"sensitivity_143",143,"FGL1",TRUE,FALSE,"chr8",FALSE,NA,TRUE,31.9328,3,1
"sensitivity_143",143,"FOS",TRUE,FALSE,"chr14",FALSE,NA,TRUE,89.8815,3,1
"sensitivity_143",143,"GREB1",TRUE,FALSE,"chr2",FALSE,NA,TRUE,3.0928,3,1
"sensitivity_143",143,"HSPA4",TRUE,FALSE,"chr5",FALSE,NA,TRUE,43.0257,3,1
"sensitivity_143",143,"HSPB1",TRUE,FALSE,"chr7",FALSE,NA,TRUE,97.9391,3,1
"sensitivity_143",143,"ICAM1",TRUE,FALSE,"chr19",FALSE,NA,TRUE,41.3908,3,1
"sensitivity_143",143,"IKBKE",TRUE,FALSE,"chr1",FALSE,NA,TRUE,16.8633,3,1
"sensitivity_143",143,"JAK2",TRUE,FALSE,"chr9",FALSE,NA,TRUE,12.2654,3,1
"sensitivity_143",143,"JUNB",TRUE,FALSE,"chr19",FALSE,NA,TRUE,93.2223,3,1
"sensitivity_143",143,"KRT17",TRUE,FALSE,"chr17",FALSE,NA,TRUE,31.5165,3,1
"sensitivity_143",143,"LGALS3BP",TRUE,FALSE,"chr17",FALSE,NA,TRUE,85.4044,3,1
"sensitivity_143",143,"LTBP1",TRUE,FALSE,"chr2",FALSE,NA,TRUE,47.2348,3,1
"sensitivity_143",143,"MCL1",TRUE,FALSE,"chr1",FALSE,NA,TRUE,81.2093,3,1
"sensitivity_143",143,"MDC1",TRUE,FALSE,"chr6",FALSE,NA,TRUE,13.3939,3,1
"sensitivity_143",143,"MMP1",TRUE,FALSE,"chr11",FALSE,NA,TRUE,29.5505,3,1
"sensitivity_143",143,"MMP7",TRUE,FALSE,"chr11",FALSE,NA,TRUE,84.0485,3,1
"sensitivity_143",143,"MUC1",TRUE,FALSE,"chr1",FALSE,NA,TRUE,83.8113,3,1
"sensitivity_143",143,"NME1",TRUE,FALSE,"chr17",FALSE,NA,TRUE,63.8567,3,1
"sensitivity_143",143,"OAS1",TRUE,FALSE,"chr12",FALSE,NA,TRUE,43.039,3,1
"sensitivity_143",143,"PHB",TRUE,FALSE,"chr17",FALSE,NA,TRUE,72.3944,3,1
"sensitivity_143",143,"POU2F1",TRUE,FALSE,"chr1",FALSE,NA,TRUE,25.8665,3,1
"sensitivity_143",143,"PPARA",TRUE,FALSE,"chr22",FALSE,NA,TRUE,30.5681,3,1
"sensitivity_143",143,"PRDM1",TRUE,FALSE,"chr6",FALSE,NA,TRUE,41.87,3,1
"sensitivity_143",143,"PROS1",TRUE,FALSE,"chr3",FALSE,NA,TRUE,47.8355,3,1
"sensitivity_143",143,"PSMB5",TRUE,FALSE,"chr14",FALSE,NA,TRUE,71.9882,3,1
"sensitivity_143",143,"PTGS2",TRUE,FALSE,"chr1",FALSE,NA,TRUE,28.1983,3,1
"sensitivity_143",143,"PTPN6",TRUE,FALSE,"chr12",FALSE,NA,TRUE,50.4072,3,1
"sensitivity_143",143,"ROR1",TRUE,FALSE,"chr1",FALSE,NA,TRUE,7.0775,3,1
"sensitivity_143",143,"S100A11",TRUE,FALSE,"chr1",FALSE,NA,TRUE,99.6946,3,1
"sensitivity_143",143,"S1PR1",TRUE,FALSE,"chr1",FALSE,NA,TRUE,83.4084,3,1
"sensitivity_143",143,"SALL4",TRUE,FALSE,"chr20",FALSE,NA,TRUE,2.2144,3,1
"sensitivity_143",143,"SHH",TRUE,FALSE,"chr7",FALSE,NA,TRUE,13.1572,3,1
"sensitivity_143",143,"STK11",TRUE,FALSE,"chr19",FALSE,NA,TRUE,33.1049,3,1
"sensitivity_143",143,"TNFRSF10B",TRUE,FALSE,"chr8",FALSE,NA,TRUE,28.0808,3,1
"sensitivity_143",143,"TP53",TRUE,FALSE,"chr17",FALSE,NA,TRUE,36.0117,3,1
"sensitivity_143",143,"TP63",TRUE,FALSE,"chr3",FALSE,NA,TRUE,1.3491,3,1
"sensitivity_143",143,"VDR",TRUE,FALSE,"chr12",FALSE,NA,TRUE,29.6822,3,1
"sensitivity_143",143,"VEGFA",TRUE,FALSE,"chr6",FALSE,NA,TRUE,50.0305,3,1
"sensitivity_143",143,"VEGFB",TRUE,FALSE,"chr11",FALSE,NA,TRUE,33.36,3,1
"sensitivity_143",143,"ZFP36",TRUE,FALSE,"chr19",FALSE,NA,TRUE,92.9873,3,1
"sensitivity_143",143,"A2M",TRUE,FALSE,"chr12",FALSE,NA,TRUE,99.334,3,1
"sensitivity_143",143,"HMOX1",TRUE,FALSE,"chr22",FALSE,NA,TRUE,42.9764,3,1
"sensitivity_143",143,"IFNAR1",TRUE,FALSE,"chr21",FALSE,NA,TRUE,38.0607,3,1
"sensitivity_143",143,"IRF1",TRUE,FALSE,"chr5",FALSE,NA,TRUE,58.2498,3,1
"sensitivity_143",143,"MYD88",TRUE,FALSE,"chr3",FALSE,NA,TRUE,27.4926,3,1
"sensitivity_143",143,"PIM1",TRUE,FALSE,"chr6",FALSE,NA,TRUE,26.0321,3,1
"sensitivity_143",143,"STAT1",TRUE,FALSE,"chr2",FALSE,NA,TRUE,51.4474,3,1
"sensitivity_143",143,"TYK2",TRUE,FALSE,"chr19",FALSE,NA,TRUE,19.6412,3,1
