"list_id","n_genes","gene","in_locked_panel_152","origin_six","chromosome","pseudoautosomal","par_region","in_primary_140","max_detection_pct","n_atlases_evaluable","n_annotation_rows"
"primary_140",140,"IRF9",TRUE,FALSE,"chr14",FALSE,NA,TRUE,19.8724,3,1
"primary_140",140,"ITGA4",TRUE,FALSE,"chr2",FALSE,NA,TRUE,17.9886,3,1
"primary_140",140,"ITGB3",TRUE,FALSE,"chr17",FALSE,NA,TRUE,5.2358,2,1
"primary_140",140,"JUN",TRUE,FALSE,"chr1",FALSE,NA,TRUE,85.4654,3,1
"primary_140",140,"LEPR",TRUE,FALSE,"chr1",FALSE,NA,TRUE,31.8315,3,1
"primary_140",140,"LTB",TRUE,FALSE,"chr6",FALSE,NA,TRUE,79.9082,3,1
"primary_140",140,"LTBR",TRUE,FALSE,"chr12",FALSE,NA,TRUE,53.2438,3,1
"primary_140",140,"MAP3K8",TRUE,FALSE,"chr10",FALSE,NA,TRUE,42.0213,3,1
"primary_140",140,"OSMR",TRUE,FALSE,"chr5",FALSE,NA,TRUE,42.0764,3,1
"primary_140",140,"PDGFC",TRUE,FALSE,"chr4",FALSE,NA,TRUE,24.8824,3,1
"primary_140",140,"PF4",TRUE,FALSE,"chr4",FALSE,NA,TRUE,7.6517,3,1
"primary_140",140,"PIK3R5",TRUE,FALSE,"chr17",FALSE,NA,TRUE,14.0896,3,1
"primary_140",140,"PLA2G2A",TRUE,FALSE,"chr1",FALSE,NA,TRUE,34.7442,3,1
"primary_140",140,"PTPN1",TRUE,FALSE,"chr20",FALSE,NA,TRUE,31.7826,3,1
"primary_140",140,"PTPN11",TRUE,FALSE,"chr12",FALSE,NA,TRUE,37.8816,3,1
"primary_140",140,"PTPN2",TRUE,FALSE,"chr18",FALSE,NA,TRUE,38.5059,3,1
"primary_140",140,"REG1A",TRUE,FALSE,"chr2",FALSE,NA,TRUE,64.3487,3,1
"primary_140",140,"SOCS1",TRUE,FALSE,"chr16",FALSE,NA,TRUE,75,3,1
"primary_140",140,"STAM2",TRUE,FALSE,"chr2",FALSE,NA,TRUE,20.4556,3,1
"primary_140",140,"STAT2",TRUE,FALSE,"chr12",FALSE,NA,TRUE,31.7477,3,1
"primary_140",140,"STAT3",TRUE,FALSE,"chr17",FALSE,NA,TRUE,74.4956,3,1
"primary_140",140,"TGFB1",TRUE,FALSE,"chr19",FALSE,NA,TRUE,51.2751,3,1
"primary_140",140,"TLR2",TRUE,FALSE,"chr4",FALSE,NA,TRUE,41.8567,3,1
"primary_140",140,"TNF",TRUE,FALSE,"chr6",FALSE,NA,TRUE,18.0851,3,1
"primary_140",140,"TNFRSF12A",TRUE,FALSE,"chr16",FALSE,NA,TRUE,73.8865,3,1
"primary_140",140,"TNFRSF1A",TRUE,FALSE,"chr12",FALSE,NA,TRUE,79.3536,3,1
"primary_140",140,"TNFRSF1B",TRUE,FALSE,"chr1",FALSE,NA,TRUE,44.0554,3,1
"primary_140",140,"TNFRSF21",TRUE,FALSE,"chr6",FALSE,NA,TRUE,47.834,3,1
"primary_140",140,"ABCA1",TRUE,FALSE,"chr9",FALSE,NA,TRUE,33.561,3,1
"primary_140",140,"AKAP12",TRUE,FALSE,"chr6",FALSE,NA,TRUE,54.2477,3,1
"primary_140",140,"BCL2L1",TRUE,FALSE,"chr20",FALSE,NA,TRUE,59.1079,3,1
"primary_140",140,"BCL6",TRUE,FALSE,"chr3",FALSE,NA,TRUE,24.4729,3,1
"primary_140",140,"CCND1",TRUE,FALSE,"chr11",FALSE,NA,TRUE,66.165,3,1
"primary_140",140,"CCND3",TRUE,FALSE,"chr6",FALSE,NA,TRUE,49.0108,3,1
"primary_140",140,"CDK4",TRUE,FALSE,"chr12",FALSE,NA,TRUE,51.4662,3,1
"primary_140",140,"CDKN1A",TRUE,FALSE,"chr6",FALSE,NA,TRUE,60.2742,3,1
"primary_140",140,"CDKN1B",TRUE,FALSE,"chr12",FALSE,NA,TRUE,39.679,3,1
"primary_140",140,"CFLAR",TRUE,FALSE,"chr2",FALSE,NA,TRUE,73.2223,3,1
"primary_140",140,"CISH",TRUE,FALSE,"chr3",FALSE,NA,TRUE,13.2533,3,1
"primary_140",140,"COPS5",TRUE,FALSE,"chr8",FALSE,NA,TRUE,49.3738,3,1
"primary_140",140,"CXCL8",TRUE,FALSE,"chr4",FALSE,NA,TRUE,49.1572,3,1
"primary_140",140,"DDIT3",TRUE,FALSE,"chr12",FALSE,NA,TRUE,42.6344,3,1
"primary_140",140,"DNMT1",TRUE,FALSE,"chr19",FALSE,NA,TRUE,36.5169,3,1
"primary_140",140,"EPAS1",TRUE,FALSE,"chr2",FALSE,NA,TRUE,95.906,3,1
"primary_140",140,"ESR2",TRUE,FALSE,"chr14",FALSE,NA,TRUE,2.3091,3,1
"primary_140",140,"ETV6",TRUE,FALSE,"chr12",FALSE,NA,TRUE,30.7015,3,1
"primary_140",140,"FGG",TRUE,FALSE,"chr4",FALSE,NA,TRUE,37.3303,3,1
"primary_140",140,"FGL1",TRUE,FALSE,"chr8",FALSE,NA,TRUE,31.9328,3,1
"primary_140",140,"FOS",TRUE,FALSE,"chr14",FALSE,NA,TRUE,89.8815,3,1
"primary_140",140,"GREB1",TRUE,FALSE,"chr2",FALSE,NA,TRUE,3.0928,3,1
"primary_140",140,"HSPA4",TRUE,FALSE,"chr5",FALSE,NA,TRUE,43.0257,3,1
"primary_140",140,"HSPB1",TRUE,FALSE,"chr7",FALSE,NA,TRUE,97.9391,3,1
"primary_140",140,"ICAM1",TRUE,FALSE,"chr19",FALSE,NA,TRUE,41.3908,3,1
"primary_140",140,"IKBKE",TRUE,FALSE,"chr1",FALSE,NA,TRUE,16.8633,3,1
"primary_140",140,"JAK2",TRUE,FALSE,"chr9",FALSE,NA,TRUE,12.2654,3,1
"primary_140",140,"JUNB",TRUE,FALSE,"chr19",FALSE,NA,TRUE,93.2223,3,1
"primary_140",140,"KRT17",TRUE,FALSE,"chr17",FALSE,NA,TRUE,31.5165,3,1
"primary_140",140,"LGALS3BP",TRUE,FALSE,"chr17",FALSE,NA,TRUE,85.4044,3,1
"primary_140",140,"LTBP1",TRUE,FALSE,"chr2",FALSE,NA,TRUE,47.2348,3,1
"primary_140",140,"MCL1",TRUE,FALSE,"chr1",FALSE,NA,TRUE,81.2093,3,1
"primary_140",140,"MDC1",TRUE,FALSE,"chr6",FALSE,NA,TRUE,13.3939,3,1
"primary_140",140,"MMP1",TRUE,FALSE,"chr11",FALSE,NA,TRUE,29.5505,3,1
"primary_140",140,"MMP7",TRUE,FALSE,"chr11",FALSE,NA,TRUE,84.0485,3,1
"primary_140",140,"MUC1",TRUE,FALSE,"chr1",FALSE,NA,TRUE,83.8113,3,1
"primary_140",140,"NME1",TRUE,FALSE,"chr17",FALSE,NA,TRUE,63.8567,3,1
"primary_140",140,"OAS1",TRUE,FALSE,"chr12",FALSE,NA,TRUE,43.039,3,1
"primary_140",140,"PHB",TRUE,FALSE,"chr17",FALSE,NA,TRUE,72.3944,3,1
"primary_140",140,"POU2F1",TRUE,FALSE,"chr1",FALSE,NA,TRUE,25.8665,3,1
"primary_140",140,"PPARA",TRUE,FALSE,"chr22",FALSE,NA,TRUE,30.5681,3,1
"primary_140",140,"PRDM1",TRUE,FALSE,"chr6",FALSE,NA,TRUE,41.87,3,1
"primary_140",140,"PROS1",TRUE,FALSE,"chr3",FALSE,NA,TRUE,47.8355,3,1
"primary_140",140,"PSMB5",TRUE,FALSE,"chr14",FALSE,NA,TRUE,71.9882,3,1
"primary_140",140,"PTGS2",TRUE,FALSE,"chr1",FALSE,NA,TRUE,28.1983,3,1
"primary_140",140,"PTPN6",TRUE,FALSE,"chr12",FALSE,NA,TRUE,50.4072,3,1
"primary_140",140,"ROR1",TRUE,FALSE,"chr1",FALSE,NA,TRUE,7.0775,3,1
"primary_140",140,"S100A11",TRUE,FALSE,"chr1",FALSE,NA,TRUE,99.6946,3,1
"primary_140",140,"S1PR1",TRUE,FALSE,"chr1",FALSE,NA,TRUE,83.4084,3,1
"primary_140",140,"SALL4",TRUE,FALSE,"chr20",FALSE,NA,TRUE,2.2144,3,1
"primary_140",140,"SHH",TRUE,FALSE,"chr7",FALSE,NA,TRUE,13.1572,3,1
"primary_140",140,"STK11",TRUE,FALSE,"chr19",FALSE,NA,TRUE,33.1049,3,1
"primary_140",140,"TNFRSF10B",TRUE,FALSE,"chr8",FALSE,NA,TRUE,28.0808,3,1
"primary_140",140,"TP53",TRUE,FALSE,"chr17",FALSE,NA,TRUE,36.0117,3,1
"primary_140",140,"TP63",TRUE,FALSE,"chr3",FALSE,NA,TRUE,1.3491,3,1
"primary_140",140,"VDR",TRUE,FALSE,"chr12",FALSE,NA,TRUE,29.6822,3,1
"primary_140",140,"VEGFA",TRUE,FALSE,"chr6",FALSE,NA,TRUE,50.0305,3,1
"primary_140",140,"VEGFB",TRUE,FALSE,"chr11",FALSE,NA,TRUE,33.36,3,1
"primary_140",140,"ZFP36",TRUE,FALSE,"chr19",FALSE,NA,TRUE,92.9873,3,1
"primary_140",140,"A2M",TRUE,FALSE,"chr12",FALSE,NA,TRUE,99.334,3,1
"primary_140",140,"HMOX1",TRUE,FALSE,"chr22",FALSE,NA,TRUE,42.9764,3,1
"primary_140",140,"IFNAR1",TRUE,FALSE,"chr21",FALSE,NA,TRUE,38.0607,3,1
"primary_140",140,"IRF1",TRUE,FALSE,"chr5",FALSE,NA,TRUE,58.2498,3,1
"primary_140",140,"MYD88",TRUE,FALSE,"chr3",FALSE,NA,TRUE,27.4926,3,1
"primary_140",140,"PIM1",TRUE,FALSE,"chr6",FALSE,NA,TRUE,26.0321,3,1
"primary_140",140,"STAT1",TRUE,FALSE,"chr2",FALSE,NA,TRUE,51.4474,3,1
"primary_140",140,"TYK2",TRUE,FALSE,"chr19",FALSE,NA,TRUE,19.6412,3,1
